1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196
1750545,1773220,1909499,1800933,1941772,1769366,1673279,1810003,1725127,1737120,1795294,1845363,1714082,1739032,1988404,1829318,1948460,1718453,1921046,1873591,1691157,1900781,2074265,1984361,2112825,2064927,2029896,2043917,2169206,1970931,2074953,1978270,1881488,1885639,2024695,2114057,2112897,1976777,2287003,2149365,2337953,1930620,2010370,1959848,1847161,2319402,2227738,1980279,2083867,1984023,2262315,2042615,1988112,1927154,1990751,2186701,2054075,2045785,2123201,2261720,2099315.45,2124667.52,2463647.62,2472971.90,2421391.01,2405472.85,2181433.00,2244773.06,1980192.51,1800349.26,2115045.37,2375881.48,2214546.21,2125172.80,2472679.98,2249448.66,2415576.86,2072202.14,2177412.61,2188568.62,1997073.59,2140212.77,2316578.36,2320872.16,2412689.72,2270426.73,2721845.44,2316561.70,2576625.62,2447015.92,2577074.08,2434753.09,2123747.69,2249550.18,2407384.11,2406425.50,2349515.29,2283261.26,2329780.09,2435992.91,2440586.60,2003659.37,1953500.22,1902120.35,1877361.94,1995693.56,2062143.01,2256177.43,2395729.87,2306316.41,2507628.92,2673544.22,2641261.83,2363643.72,2413889.93,2332997.27,2304872.90,2569728.58,2319021.70,2531064.81,2229868.21,2312920.07,2672144.80,2128180.57,2129209.59,2095207.04,2110229.80,2004950.68,2008992.05,2070773.96,2142192.90,2262042.06,2274013.07,2167948.55,2470456.30,2465941.15,2430138.62,2506088.38,2096190.42,2142669.04,1952754.18,1947413.63,2114746.04,2311721.16,2116578.44,2245140.51,2497385.98,2210285.21,2378167.87,2164315.62,2142803.47,2253967.16,1963464.36,2273452.29,2316741.46,2352667.37,2252416.21,2069737.09,2457071.13,2508230.00,2482671.83,2344015.04,2280253.62,2259603.19,1939354.91,2190140.04,2167425.47,2265415.09,2329215.09,2297388.19,2527910.09,2517074.34,2458681.13,2152358.29,2445741.15,2476740.21,2192154.31,2486938.45,2394185.30,2804423.86,2683539.90,2540046.24,2958995.20,2764588.75,2739859.78,2639584.63,2790760.07,2916791.95,2555014.13,2665258.82,2544515.41,2728500.61,2802376.85,2774475.99,2888542.20,2802603.90
